ProductKey,ProductAlternateKey,Product Name,Price,Color,Product Model Name,Size,Product Description,Product Line,Product Status,Product Category,Product Subcategory
499,FR-T98U-54,"HL Touring Frame - Blue, 54",1003.91,Blue,HL Touring Frame,54,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,"T ",Current,Components,Touring Frames
500,FR-T98U-60,"HL Touring Frame - Blue, 60",1003.91,Blue,HL Touring Frame,60,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,"T ",Current,Components,Touring Frames
501,RD-2308,Rear Derailleur,121.46,Silver,Rear Derailleur,NULL,Wide-link design.,NULL,Current,Components,Derailleurs
502,FR-T67U-50,"LL Touring Frame - Blue, 50",333.42,Blue,LL Touring Frame,50,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,"T ",Current,Components,Touring Frames
503,FR-T67U-54,"LL Touring Frame - Blue, 54",333.42,Blue,LL Touring Frame,54,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,"T ",Current,Components,Touring Frames
504,FR-T67U-58,"LL Touring Frame - Blue, 58",333.42,Blue,LL Touring Frame,58,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,"T ",Current,Components,Touring Frames
505,FR-T67U-62,"LL Touring Frame - Blue, 62",333.42,Blue,LL Touring Frame,62,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,"T ",Current,Components,Touring Frames
506,FR-T67Y-44,"LL Touring Frame - Yellow, 44",333.42,Yellow,LL Touring Frame,44,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,"T ",Current,Components,Touring Frames
507,FR-T67Y-50,"LL Touring Frame - Yellow, 50",333.42,Yellow,LL Touring Frame,50,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,"T ",Current,Components,Touring Frames
508,FR-T67Y-54,"LL Touring Frame - Yellow, 54",333.42,Yellow,LL Touring Frame,54,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,"T ",Current,Components,Touring Frames
509,FR-T67Y-58,"LL Touring Frame - Yellow, 58",333.42,Yellow,LL Touring Frame,58,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,"T ",Current,Components,Touring Frames
510,FR-T67U-44,"LL Touring Frame - Blue, 44",333.42,Blue,LL Touring Frame,44,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,"T ",Current,Components,Touring Frames
511,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",364.09,Silver,ML Mountain Frame-W,40,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,"M ",Current,Components,Mountain Frames
512,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",364.09,Silver,ML Mountain Frame-W,42,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,"M ",Current,Components,Mountain Frames
513,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",364.09,Silver,ML Mountain Frame-W,46,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,"M ",Current,Components,Mountain Frames
514,RB-9231,Rear Brakes,106.50,Silver,Rear Brakes,NULL,NULL,NULL,Current,Components,Brakes
515,SE-M236,LL Mountain Seat/Saddle,27.12,NA,LL Mountain Seat/Saddle 2,NULL,Synthetic leather. Features gel for increased comfort.,"M ",Current,Components,Saddles
516,SE-M798,ML Mountain Seat/Saddle,39.14,NA,ML Mountain Seat/Saddle 2,NULL,Designed to absorb shock.,"M ",Current,Components,Saddles
517,SE-M940,HL Mountain Seat/Saddle,52.64,NA,HL Mountain Seat/Saddle 2,NULL,Anatomic design for a full-day of riding in comfort. Durable leather.,"M ",Current,Components,Saddles
518,SE-R581,LL Road Seat/Saddle,27.12,NA,LL Road Seat/Saddle 1,NULL,Lightweight foam-padded saddle.,"R ",Current,Components,Saddles
519,SE-R908,ML Road Seat/Saddle,39.14,NA,ML Road Seat/Saddle 2,NULL,Rubber bumpers absorb bumps.,"T ",Current,Components,Saddles
520,SE-R995,HL Road Seat/Saddle,52.64,NA,HL Road Seat/Saddle 2,NULL,Lightweight kevlar racing saddle. Leather.,"R ",Current,Components,Saddles
521,SE-T312,LL Touring Seat/Saddle,27.12,NA,LL Touring Seat/Saddle,NULL,"Comfortable, ergonomically shaped gel saddle.","T ",Current,Components,Saddles
522,SE-T762,ML Touring Seat/Saddle,39.14,NA,ML Touring Seat/Saddle,NULL,New design relieves pressure for long rides.,"T ",Current,Components,Saddles
523,SE-T924,HL Touring Seat/Saddle,52.64,NA,HL Touring Seat/Saddle,NULL,Cut-out shell for a more comfortable ride.,"T ",Current,Components,Saddles
524,FR-M21S-42,"LL Mountain Frame - Silver, 42",264.05,Silver,LL Mountain Frame,42,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","M ",Current,Components,Mountain Frames
525,FR-M21S-44,"LL Mountain Frame - Silver, 44",264.05,Silver,LL Mountain Frame,44,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","M ",Current,Components,Mountain Frames
526,FR-M21S-48,"LL Mountain Frame - Silver, 48",264.05,Silver,LL Mountain Frame,48,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","M ",Current,Components,Mountain Frames
527,FR-M21S-52,"LL Mountain Frame - Silver, 52",264.05,Silver,LL Mountain Frame,52,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","M ",Current,Components,Mountain Frames
528,TT-M928,Mountain Tire Tube,4.99,NA,Mountain Tire Tube,NULL,Self-sealing tube.,"M ",Current,Accessories,Tires and Tubes
529,TT-R982,Road Tire Tube,3.99,NA,Road Tire Tube,NULL,Conventional all-purpose tube.,"R ",Current,Accessories,Tires and Tubes
530,TT-T092,Touring Tire Tube,4.99,NA,Touring Tire Tube,NULL,General purpose tube.,"T ",Current,Accessories,Tires and Tubes
531,FR-M21B-42,"LL Mountain Frame - Black, 42",249.79,Black,LL Mountain Frame,42,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","M ",Current,Components,Mountain Frames
532,FR-M21B-44,"LL Mountain Frame - Black, 44",249.79,Black,LL Mountain Frame,44,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","M ",Current,Components,Mountain Frames
533,FR-M21B-48,"LL Mountain Frame - Black, 48",249.79,Black,LL Mountain Frame,48,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","M ",Current,Components,Mountain Frames
534,FR-M21B-52,"LL Mountain Frame - Black, 52",249.79,Black,LL Mountain Frame,52,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","M ",Current,Components,Mountain Frames
535,TI-M267,LL Mountain Tire,24.99,NA,LL Mountain Tire,NULL,"Comparible traction, less expensive wire bead casing.","M ",Current,Accessories,Tires and Tubes
536,TI-M602,ML Mountain Tire,29.99,NA,ML Mountain Tire,NULL,"Great traction, high-density rubber.","M ",Current,Accessories,Tires and Tubes
537,TI-M823,HL Mountain Tire,35.00,NA,HL Mountain Tire,NULL,"Incredible traction, lightweight carbon reinforced.","M ",Current,Accessories,Tires and Tubes
538,TI-R092,LL Road Tire,21.49,NA,LL Road Tire,NULL,Same great treads as more expensive tire with a less expensive wire bead casing.,"R ",Current,Accessories,Tires and Tubes
539,TI-R628,ML Road Tire,24.99,NA,ML Road Tire,NULL,Higher density rubber.,"R ",Current,Accessories,Tires and Tubes
540,TI-R982,HL Road Tire,32.60,NA,HL Road Tire,NULL,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,"R ",Current,Accessories,Tires and Tubes
541,TI-T723,Touring Tire,28.99,NA,Touring Tire,NULL,High-density rubber.,"T ",Current,Accessories,Tires and Tubes
542,PD-M282,LL Mountain Pedal,40.49,Silver/Black,LL Mountain Pedal,NULL,Expanded platform so you can ride in any shoes; great for all-around riding.,"M ",Current,Components,Pedals
543,PD-M340,ML Mountain Pedal,62.09,Silver/Black,ML Mountain Pedal,NULL,"Lightweight, durable, clipless pedal with adjustable tension.","M ",Current,Components,Pedals
544,PD-M562,HL Mountain Pedal,80.99,Silver/Black,HL Mountain Pedal,NULL,Stainless steel; designed to shed mud easily.,"M ",Current,Components,Pedals
545,PD-R347,LL Road Pedal,40.49,Silver/Black,LL Road Pedal,NULL,Clipless pedals - aluminum.,"R ",Current,Components,Pedals
546,PD-R563,ML Road Pedal,62.09,Silver/Black,ML Road Pedal,NULL,Lightweight aluminum alloy construction.,"R ",Current,Components,Pedals
547,PD-R853,HL Road Pedal,80.99,Silver/Black,HL Road Pedal,NULL,Top-of-the-line clipless pedals with adjustable tension.,"R ",Current,Components,Pedals
548,PD-T852,Touring Pedal,80.99,Silver/Black,Touring Pedal,NULL,A stable pedal for all-day riding.,"T ",Current,Components,Pedals
549,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",364.09,Silver,ML Mountain Frame-W,38,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,"M ",Current,Components,Mountain Frames
550,FR-M21B-40,"LL Mountain Frame - Black, 40",249.79,Black,LL Mountain Frame,40,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","M ",Current,Components,Mountain Frames
551,FR-M21S-40,"LL Mountain Frame - Silver, 40",264.05,Silver,LL Mountain Frame,40,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","M ",Current,Components,Mountain Frames
552,FD-2342,Front Derailleur,91.49,Silver,Front Derailleur,NULL,Wide-link design.,NULL,Current,Components,Derailleurs
553,HB-T721,LL Touring Handlebars,46.09,NA,LL Touring Handlebars,NULL,Unique shape reduces fatigue for entry level riders.,"T ",Current,Components,Handlebars
554,HB-T928,HL Touring Handlebars,91.57,NA,HL Touring Handlebars,NULL,A light yet stiff aluminum bar for long distance riding.,"T ",Current,Components,Handlebars
555,FB-9873,Front Brakes,106.50,Silver,Front Brakes,NULL,All-weather brake pads; provides superior stopping by applying more surface to the rim.,NULL,Current,Components,Brakes
556,CS-4759,LL Crankset,175.49,Black,LL Crankset,NULL,Super rigid spindle.,NULL,Current,Components,Cranksets
557,CS-6583,ML Crankset,256.49,Black,ML Crankset,NULL,High-strength crank arm.,NULL,Current,Components,Cranksets
558,CS-9183,HL Crankset,404.99,Black,HL Crankset,NULL,Triple crankset; alumunim crank arm; flawless shifting.,NULL,Current,Components,Cranksets
559,CH-0234,Chain,20.24,Silver,Chain,NULL,Superior shifting performance.,NULL,Current,Components,Chains
560,BK-T44U-60,"Touring-2000 Blue, 60",1214.85,Blue,Touring-2000,60,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","T ",Current,Bikes,Touring Bikes
561,BK-T79Y-46,"Touring-1000 Yellow, 46",2384.07,Yellow,Touring-1000,46,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,"T ",Current,Bikes,Touring Bikes
562,BK-T79Y-50,"Touring-1000 Yellow, 50",2384.07,Yellow,Touring-1000,50,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,"T ",Current,Bikes,Touring Bikes
563,BK-T79Y-54,"Touring-1000 Yellow, 54",2384.07,Yellow,Touring-1000,54,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,"T ",Current,Bikes,Touring Bikes
564,BK-T79Y-60,"Touring-1000 Yellow, 60",2384.07,Yellow,Touring-1000,60,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,"T ",Current,Bikes,Touring Bikes
565,BK-T18U-54,"Touring-3000 Blue, 54",742.35,Blue,Touring-3000,54,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","T ",Current,Bikes,Touring Bikes
566,BK-T18U-58,"Touring-3000 Blue, 58",742.35,Blue,Touring-3000,58,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","T ",Current,Bikes,Touring Bikes
567,BK-T18U-62,"Touring-3000 Blue, 62",742.35,Blue,Touring-3000,62,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","T ",Current,Bikes,Touring Bikes
568,BK-T18Y-44,"Touring-3000 Yellow, 44",742.35,Yellow,Touring-3000,44,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","T ",Current,Bikes,Touring Bikes
569,BK-T18Y-50,"Touring-3000 Yellow, 50",742.35,Yellow,Touring-3000,50,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","T ",Current,Bikes,Touring Bikes
570,BK-T18Y-54,"Touring-3000 Yellow, 54",742.35,Yellow,Touring-3000,54,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","T ",Current,Bikes,Touring Bikes
571,BK-T18Y-58,"Touring-3000 Yellow, 58",742.35,Yellow,Touring-3000,58,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","T ",Current,Bikes,Touring Bikes
572,BK-T18Y-62,"Touring-3000 Yellow, 62",742.35,Yellow,Touring-3000,62,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","T ",Current,Bikes,Touring Bikes
573,BK-T79U-46,"Touring-1000 Blue, 46",2384.07,Blue,Touring-1000,46,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,"T ",Current,Bikes,Touring Bikes
574,BK-T79U-50,"Touring-1000 Blue, 50",2384.07,Blue,Touring-1000,50,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,"T ",Current,Bikes,Touring Bikes
575,BK-T79U-54,"Touring-1000 Blue, 54",2384.07,Blue,Touring-1000,54,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,"T ",Current,Bikes,Touring Bikes
576,BK-T79U-60,"Touring-1000 Blue, 60",2384.07,Blue,Touring-1000,60,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,"T ",Current,Bikes,Touring Bikes
577,BK-T44U-46,"Touring-2000 Blue, 46",1214.85,Blue,Touring-2000,46,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","T ",Current,Bikes,Touring Bikes
578,BK-T44U-50,"Touring-2000 Blue, 50",1214.85,Blue,Touring-2000,50,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","T ",Current,Bikes,Touring Bikes
579,BK-T44U-54,"Touring-2000 Blue, 54",1214.85,Blue,Touring-2000,54,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","T ",Current,Bikes,Touring Bikes
580,BK-R79Y-40,"Road-350-W Yellow, 40",1700.99,Yellow,Road-350-W,40,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","R ",Current,Bikes,Road Bikes
581,BK-R79Y-42,"Road-350-W Yellow, 42",1700.99,Yellow,Road-350-W,42,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","R ",Current,Bikes,Road Bikes
582,BK-R79Y-44,"Road-350-W Yellow, 44",1700.99,Yellow,Road-350-W,44,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","R ",Current,Bikes,Road Bikes
583,BK-R79Y-48,"Road-350-W Yellow, 48",1700.99,Yellow,Road-350-W,48,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","R ",Current,Bikes,Road Bikes
584,BK-R19B-58,"Road-750 Black, 58",539.99,Black,Road-750,58,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,"R ",Current,Bikes,Road Bikes
585,BK-T18U-44,"Touring-3000 Blue, 44",742.35,Blue,Touring-3000,44,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","T ",Current,Bikes,Touring Bikes
586,BK-T18U-50,"Touring-3000 Blue, 50",742.35,Blue,Touring-3000,50,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","T ",Current,Bikes,Touring Bikes
587,BK-M38S-38,"Mountain-400-W Silver, 38",769.49,Silver,Mountain-400-W,38,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","M ",Current,Bikes,Mountain Bikes
588,BK-M38S-40,"Mountain-400-W Silver, 40",769.49,Silver,Mountain-400-W,40,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","M ",Current,Bikes,Mountain Bikes
589,BK-M38S-42,"Mountain-400-W Silver, 42",769.49,Silver,Mountain-400-W,42,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","M ",Current,Bikes,Mountain Bikes
590,BK-M38S-46,"Mountain-400-W Silver, 46",769.49,Silver,Mountain-400-W,46,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","M ",Current,Bikes,Mountain Bikes
591,BK-M18S-40,"Mountain-500 Silver, 40",564.99,Silver,Mountain-500,40,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","M ",Current,Bikes,Mountain Bikes
592,BK-M18S-42,"Mountain-500 Silver, 42",564.99,Silver,Mountain-500,42,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","M ",Current,Bikes,Mountain Bikes
593,BK-M18S-44,"Mountain-500 Silver, 44",564.99,Silver,Mountain-500,44,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","M ",Current,Bikes,Mountain Bikes
594,BK-M18S-48,"Mountain-500 Silver, 48",564.99,Silver,Mountain-500,48,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","M ",Current,Bikes,Mountain Bikes
595,BK-M18S-52,"Mountain-500 Silver, 52",564.99,Silver,Mountain-500,52,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","M ",Current,Bikes,Mountain Bikes
596,BK-M18B-40,"Mountain-500 Black, 40",539.99,Black,Mountain-500,40,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","M ",Current,Bikes,Mountain Bikes
597,BK-M18B-42,"Mountain-500 Black, 42",539.99,Black,Mountain-500,42,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","M ",Current,Bikes,Mountain Bikes
598,BK-M18B-44,"Mountain-500 Black, 44",539.99,Black,Mountain-500,44,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","M ",Current,Bikes,Mountain Bikes
599,BK-M18B-48,"Mountain-500 Black, 48",539.99,Black,Mountain-500,48,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","M ",Current,Bikes,Mountain Bikes
600,BK-M18B-52,"Mountain-500 Black, 52",539.99,Black,Mountain-500,52,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","M ",Current,Bikes,Mountain Bikes
601,BB-7421,LL Bottom Bracket,53.99,NA,LL Bottom Bracket,NULL,Chromoly steel.,NULL,Current,Components,Bottom Brackets
602,BB-8107,ML Bottom Bracket,101.24,NA,ML Bottom Bracket,NULL,Aluminum alloy cups; large diameter spindle.,NULL,Current,Components,Bottom Brackets
603,BB-9108,HL Bottom Bracket,121.49,NA,HL Bottom Bracket,NULL,Aluminum alloy cups and a hollow axle.,NULL,Current,Components,Bottom Brackets
604,BK-R19B-44,"Road-750 Black, 44",539.99,Black,Road-750,44,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,"R ",Current,Bikes,Road Bikes
605,BK-R19B-48,"Road-750 Black, 48",539.99,Black,Road-750,48,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,"R ",Current,Bikes,Road Bikes
606,BK-R19B-52,"Road-750 Black, 52",539.99,Black,Road-750,52,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,"R ",Current,Bikes,Road Bikes
